"","name","area","overlap","abbrev_state","perc"
"5416","Palestina De Goiás-GO",0.13,0,"GO",0
"5417","Palmeiras De Goiás-GO",0.15,0,"GO",0
"5418","Palmelo-GO",0.01,0,"GO",0
"5419","Palminópolis-GO",0.04,0,"GO",0
"5420","Panamá-GO",0.04,0,"GO",0
"5421","Paraúna-GO",0.38,0,"GO",0
"5422","Perolândia-GO",0.1,0,"GO",0
"5423","Petrolina De Goiás-GO",0.05,0,"GO",0
"5424","Pilar De Goiás-GO",0.09,0,"GO",0
"5425","Piracanjuba-GO",0.24,0,"GO",0
"5426","Piranhas-GO",0.21,0,"GO",0
"5427","Pirenópolis-GO",0.22,0,"GO",0
"5428","Pires Do Rio-GO",0.11,0,"GO",0
"5429","Planaltina-GO",0.26,0,"GO",0
"5430","Pontalina-GO",0.14,0,"GO",0
"5431","Porangatu-GO",0.48,0,"GO",0
"5432","Porteirão-GO",0.06,0,"GO",0
"5433","Portelândia-GO",0.06,0,"GO",0
"5434","Posse-GO",0.2,0,"GO",0
"5435","Professor Jamil-GO",0.03,0,"GO",0
"5436","Rialma-GO",0.03,0,"GO",0
"5437","Rianápolis-GO",0.02,0,"GO",0
"5438","Rio Quente-GO",0.03,0,"GO",0
"5439","Rio Verde-GO",0.84,0,"GO",0
"5440","Rubiataba-GO",0.08,0,"GO",0
"5441","Sanclerlândia-GO",0.05,0,"GO",0
"5442","Santa Bárbara De Goiás-GO",0.01,0,"GO",0
"5443","Santa Cruz De Goiás-GO",0.11,0,"GO",0
"5444","Santa Fé De Goiás-GO",0.12,0,"GO",0
"5445","Santa Helena De Goiás-GO",0.11,0,"GO",0
"5446","Santa Isabel-GO",0.08,0,"GO",0
"5447","Santa Rita Do Araguaia-GO",0.14,0,"GO",0
"5448","Santa Rita Do Novo Destino-GO",0.1,0,"GO",0
"5449","Santa Rosa De Goiás-GO",0.02,0,"GO",0
"5450","Santa Tereza De Goiás-GO",0.08,0,"GO",0
"5451","Santa Terezinha De Goiás-GO",0.12,0,"GO",0
"5452","Santo Antônio Da Barra-GO",0.05,0,"GO",0
"5453","Santo Antônio De Goiás-GO",0.01,0,"GO",0
"5454","Santo Antônio Do Descoberto-GO",0.09,0,"GO",0
"5455","São Domingos-GO",0.33,0,"GO",0
"5456","São Francisco De Goiás-GO",0.04,0,"GO",0
"5457","São João D'aliança-GO",0.33,0,"GO",0
"5458","São João Da Paraúna-GO",0.03,0,"GO",0
"5459","São Luís De Montes Belos-GO",0.08,0,"GO",0
"5460","São Luíz Do Norte-GO",0.06,0,"GO",0
"5461","São Miguel Do Araguaia-GO",0.62,0,"GO",0
"5462","São Miguel Do Passa Quatro-GO",0.05,0,"GO",0
"5463","São Patrício-GO",0.02,0,"GO",0
"5464","São Simão-GO",0.04,0,"GO",0
"5465","Senador Canedo-GO",0.02,0,"GO",0
"5466","Serranópolis-GO",0.55,0,"GO",0
"5467","Silvânia-GO",0.24,0,"GO",0
"5468","Simolândia-GO",0.03,0,"GO",0
"5469","Sítio D'abadia-GO",0.16,0,"GO",0
"5470","Taquaral De Goiás-GO",0.02,0,"GO",0
"5471","Teresina De Goiás-GO",0.08,0,"GO",0
"5472","Terezópolis De Goiás-GO",0.01,0,"GO",0
"5473","Trindade-GO",0.07,0,"GO",0
"5474","Trombas-GO",0.08,0,"GO",0
"5475","Turvânia-GO",0.05,0,"GO",0
"5476","Turvelândia-GO",0.09,0,"GO",0
"5477","Uirapuru-GO",0.12,0,"GO",0
"5478","Uruaçu-GO",0.22,0,"GO",0
"5479","Uruana-GO",0.05,0,"GO",0
"5480","Urutaí-GO",0.06,0,"GO",0
"5481","Valparaíso De Goiás-GO",0.01,0,"GO",0
"5482","Varjão-GO",0.05,0,"GO",0
"5483","Vianópolis-GO",0.1,0,"GO",0
"5484","Vicentinópolis-GO",0.07,0,"GO",0
"5485","Vila Boa-GO",0.11,0,"GO",0
"5486","Vila Propício-GO",0.22,0,"GO",0
"5487","Brasília-DF",0.58,0,"DF",0
"5488","Santo Antônio Dos Milagres-PI",0,0,"PI",NA
"5489","Jundiá-RN",0,0,"RN",NA
"5490","Lucrécia-RN",0,0,"RN",NA
"5491","Major Sales-RN",0,0,"RN",NA
"5492","Passa E Fica-RN",0,0,"RN",NA
"5493","Passagem-RN",0,0,"RN",NA
"5494","Senador Georgino Avelino-RN",0,0,"RN",NA
"5495","Viçosa-RN",0,0,"RN",NA
"5496","Vila Flor-RN",0,0,"RN",NA
"5497","Areial-PB",0,0,"PB",NA
"5498","Bayeux-PB",0,0,"PB",NA
"5499","Bom Jesus-PB",0,0,"PB",NA
"5500","Borborema-PB",0,0,"PB",NA
"5501","Cabedelo-PB",0,0,"PB",NA
"5502","Cuitegi-PB",0,0,"PB",NA
"5503","Duas Estradas-PB",0,0,"PB",NA
"5504","Logradouro-PB",0,0,"PB",NA
"5505","Matinhas-PB",0,0,"PB",NA
"5506","Montadas-PB",0,0,"PB",NA
"5507","Nova Floresta-PB",0,0,"PB",NA
"5508","Pilõezinhos-PB",0,0,"PB",NA
"5509","Riachão Do Bacamarte-PB",0,0,"PB",NA
"5510","Riachão Do Poço-PB",0,0,"PB",NA
