"","name","area","overlap","abbrev_state","perc"
"488","Caetés-PE",0.03,0.01,"PE",33.33
"489","Riacho Das Almas-PE",0.03,0.01,"PE",33.33
"490","Limoeiro De Anadia-AL",0.03,0.01,"AL",33.33
"491","Quebrangulo-AL",0.03,0.01,"AL",33.33
"492","São Sebastião-AL",0.03,0.01,"AL",33.33
"493","Tomar Do Geru-SE",0.03,0.01,"SE",33.33
"494","Aramari-BA",0.03,0.01,"BA",33.33
"495","Boa Nova-BA",0.09,0.03,"BA",33.33
"496","Coração De Maria-BA",0.03,0.01,"BA",33.33
"497","Milagres-BA",0.03,0.01,"BA",33.33
"498","Pindaí-BA",0.06,0.02,"BA",33.33
"499","São Gonçalo Dos Campos-BA",0.03,0.01,"BA",33.33
"500","Araguari-MG",0.27,0.09,"MG",33.33
"501","Betim-MG",0.03,0.01,"MG",33.33
"502","Conceição Do Pará-MG",0.03,0.01,"MG",33.33
"503","Curral De Dentro-MG",0.06,0.02,"MG",33.33
"504","Lontra-MG",0.03,0.01,"MG",33.33
"505","Maravilhas-MG",0.03,0.01,"MG",33.33
"506","Miravânia-MG",0.06,0.02,"MG",33.33
"507","Novorizonte-MG",0.03,0.01,"MG",33.33
"508","Planura-MG",0.03,0.01,"MG",33.33
"509","Sabará-MG",0.03,0.01,"MG",33.33
"510","Serro-MG",0.12,0.04,"MG",33.33
"511","Taiobeiras-MG",0.12,0.04,"MG",33.33
"512","Virgem Da Lapa-MG",0.09,0.03,"MG",33.33
"513","Analândia-SP",0.03,0.01,"SP",33.33
"514","Anhumas-SP",0.03,0.01,"SP",33.33
"515","Borebi-SP",0.03,0.01,"SP",33.33
"516","Buritizal-SP",0.03,0.01,"SP",33.33
"517","Cardoso-SP",0.06,0.02,"SP",33.33
"518","Corumbataí-SP",0.03,0.01,"SP",33.33
"519","Guapiaçu-SP",0.03,0.01,"SP",33.33
"520","Ibaté-SP",0.03,0.01,"SP",33.33
"521","Itirapina-SP",0.06,0.02,"SP",33.33
"522","Regente Feijó-SP",0.03,0.01,"SP",33.33
"523","Riolândia-SP",0.06,0.02,"SP",33.33
"524","Santa Cruz Das Palmeiras-SP",0.03,0.01,"SP",33.33
"525","Santa Maria Da Serra-SP",0.03,0.01,"SP",33.33
"526","Santa Rosa De Viterbo-SP",0.03,0.01,"SP",33.33
"527","Santo Antônio Da Alegria-SP",0.03,0.01,"SP",33.33
"528","São Simão-SP",0.06,0.02,"SP",33.33
"529","Serra Azul-SP",0.03,0.01,"SP",33.33
"530","Taciba-SP",0.06,0.02,"SP",33.33
"531","Uchoa-SP",0.03,0.01,"SP",33.33
"532","Vargem Grande Do Sul-SP",0.03,0.01,"SP",33.33
"533","Caibaté-RS",0.03,0.01,"RS",33.33
"534","Candelária-RS",0.09,0.03,"RS",33.33
"535","Estrela Velha-RS",0.03,0.01,"RS",33.33
"536","Glorinha-RS",0.03,0.01,"RS",33.33
"537","Ibirubá-RS",0.06,0.02,"RS",33.33
"538","Jacuizinho-RS",0.03,0.01,"RS",33.33
"539","Paraíso Do Sul-RS",0.03,0.01,"RS",33.33
"540","Passo Do Sobrado-RS",0.03,0.01,"RS",33.33
"541","Rondinha-RS",0.03,0.01,"RS",33.33
"542","Roque Gonzales-RS",0.03,0.01,"RS",33.33
"543","Três Cachoeiras-RS",0.03,0.01,"RS",33.33
"544","Trindade Do Sul-RS",0.03,0.01,"RS",33.33
"545","Vitória Das Missões-RS",0.03,0.01,"RS",33.33
"546","Iguatemi-MS",0.3,0.1,"MS",33.33
"547","Buriti Alegre-GO",0.09,0.03,"GO",33.33
"548","Três Ranchos-GO",0.03,0.01,"GO",33.33
"549","Santa Rita De Cássia-BA",0.6,0.19,"BA",31.67
"550","Nova Marilândia-MT",0.19,0.06,"MT",31.58
"551","Nova Olinda-TO",0.16,0.05,"TO",31.25
"552","São José Do Peixe-PI",0.13,0.04,"PI",30.77
"553","Bom Jesus Do Araguaia-MT",0.43,0.13,"MT",30.23
"554","Diamantino-MT",0.83,0.25,"MT",30.12
"555","Flores Do Piauí-PI",0.1,0.03,"PI",30
"556","Inhuma-PI",0.1,0.03,"PI",30
"557","Indaiabira-MG",0.1,0.03,"MG",30
"558","Angatuba-SP",0.1,0.03,"SP",30
"559","Paranapanema-SP",0.1,0.03,"SP",30
"560","Pau D'arco-PA",0.17,0.05,"PA",29.41
"561","Frutal-MG",0.24,0.07,"MG",29.17
"562","Piraquê-TO",0.14,0.04,"TO",28.57
"563","Wanderlândia-TO",0.14,0.04,"TO",28.57
"564","Miguel Alves-PI",0.14,0.04,"PI",28.57
"565","Candeias-MG",0.07,0.02,"MG",28.57
"566","Três Pontas-MG",0.07,0.02,"MG",28.57
"567","Bofete-SP",0.07,0.02,"SP",28.57
"568","Colômbia-SP",0.07,0.02,"SP",28.57
"569","Jaú-SP",0.07,0.02,"SP",28.57
"570","São Manuel-SP",0.07,0.02,"SP",28.57
"571","Jaguari-RS",0.07,0.02,"RS",28.57
"572","Aparecida Do Taboado-MS",0.28,0.08,"MS",28.57
"573","Palmas De Monte Alto-BA",0.25,0.07,"BA",28
"574","Itumbiara-GO",0.25,0.07,"GO",28
"575","Porto Esperidião-MT",0.58,0.16,"MT",27.59
"576","Porto Murtinho-MS",1.78,0.49,"MS",27.53
"577","São Francisco De Sales-MG",0.11,0.03,"MG",27.27
"578","Brotas-SP",0.11,0.03,"SP",27.27
"579","Santa Maria Das Barreiras-PA",1.04,0.28,"PA",26.92
"580","Ituiutaba-MG",0.26,0.07,"MG",26.92
"581","Magalhães De Almeida-MA",0.04,0.01,"MA",25
"582","Bertolínia-PI",0.12,0.03,"PI",25
"583","Acaraú-CE",0.08,0.02,"CE",25
"584","Barroquinha-CE",0.04,0.01,"CE",25
"585","Bonito-PE",0.04,0.01,"PE",25
"586","Canhotinho-PE",0.04,0.01,"PE",25
"587","Frei Paulo-SE",0.04,0.01,"SE",25
"588","Anagé-BA",0.2,0.05,"BA",25
"589","Bom Jesus Da Serra-BA",0.04,0.01,"BA",25
"590","Candeal-BA",0.04,0.01,"BA",25
"591","Irajuba-BA",0.04,0.01,"BA",25
"592","Lafaiete Coutinho-BA",0.04,0.01,"BA",25
"593","Licínio De Almeida-BA",0.08,0.02,"BA",25
"594","Piripá-BA",0.04,0.01,"BA",25
"595","Santo Estêvão-BA",0.04,0.01,"BA",25
"596","Cascalho Rico-MG",0.04,0.01,"MG",25
"597","Felício Dos Santos-MG",0.04,0.01,"MG",25
"598","Itambé Do Mato Dentro-MG",0.04,0.01,"MG",25
"599","Jacuí-MG",0.04,0.01,"MG",25
"600","São Gonçalo Do Rio Abaixo-MG",0.04,0.01,"MG",25
"601","Águas De Santa Bárbara-SP",0.04,0.01,"SP",25
"602","Avaré-SP",0.12,0.03,"SP",25
"603","Barretos-SP",0.16,0.04,"SP",25
"604","Colina-SP",0.04,0.01,"SP",25
"605","Narandiba-SP",0.04,0.01,"SP",25
"606","Nhandeara-SP",0.04,0.01,"SP",25
"607","Nova Campina-SP",0.04,0.01,"SP",25
"608","Presidente Bernardes-SP",0.08,0.02,"SP",25
"609","Reginópolis-SP",0.04,0.01,"SP",25
"610","Riversul-SP",0.04,0.01,"SP",25
"611","São José Do Rio Pardo-SP",0.04,0.01,"SP",25
"612","São José Do Rio Preto-SP",0.04,0.01,"SP",25
"613","Sarapuí-SP",0.04,0.01,"SP",25
"614","Taquarituba-SP",0.04,0.01,"SP",25
"615","Erval Seco-RS",0.04,0.01,"RS",25
"616","Eugênio De Castro-RS",0.04,0.01,"RS",25
"617","Paranaiguara-GO",0.12,0.03,"GO",25
"618","Caarapó-MS",0.21,0.05,"MS",23.81
"619","Redenção-PA",0.38,0.09,"PA",23.68
"620","Timon-MA",0.17,0.04,"MA",23.53
"621","Tremedal-BA",0.17,0.04,"BA",23.53
"622","Cachoeira Alta-GO",0.17,0.04,"GO",23.53
"623","Santa Vitória-MG",0.3,0.07,"MG",23.33
"624","Paratinga-BA",0.26,0.06,"BA",23.08
"625","Riacho Dos Machados-MG",0.13,0.03,"MG",23.08
"626","Nova Mutum-MT",0.96,0.22,"MT",22.92
"627","Alto Boa Vista-MT",0.22,0.05,"MT",22.73
"628","Cáceres-MT",2.44,0.55,"MT",22.54
"629","Araguaína-TO",0.4,0.09,"TO",22.5
"630","Porto Alegre Do Norte-MT",0.4,0.09,"MT",22.5
"631","Caruaru-PE",0.09,0.02,"PE",22.22
"632","Planalto-BA",0.09,0.02,"BA",22.22
"633","Boa Esperança-MG",0.09,0.02,"MG",22.22
"634","Tupaciguara-MG",0.18,0.04,"MG",22.22
"635","Altinópolis-SP",0.09,0.02,"SP",22.22
"636","Itapetininga-SP",0.18,0.04,"SP",22.22
"637","Itapeva-SP",0.18,0.04,"SP",22.22
"638","Tapurah-MT",0.45,0.1,"MT",22.22
"639","Canarana-MT",1.09,0.24,"MT",22.02
"640","Nova Ubiratã-MT",1.28,0.28,"MT",21.87
"641","Caçu-GO",0.23,0.05,"GO",21.74
"642","Iturama-MG",0.14,0.03,"MG",21.43
"643","Arapoti-PR",0.14,0.03,"PR",21.43
"644","Pilão Arcado-BA",1.18,0.25,"BA",21.19
"645","São Bernardo-MA",0.1,0.02,"MA",20
"646","Ipiranga Do Piauí-PI",0.05,0.01,"PI",20
"647","Redenção Do Gurguéia-PI",0.25,0.05,"PI",20
"648","Lagarto-SE",0.1,0.02,"SE",20
"649","Riachão Do Dantas-SE",0.05,0.01,"SE",20
"650","Brejões-BA",0.05,0.01,"BA",20
"651","Campo Belo-MG",0.05,0.01,"MG",20
"652","Carmo Do Cajuru-MG",0.05,0.01,"MG",20
"653","Itaúna-MG",0.05,0.01,"MG",20
"654","Assis-SP",0.05,0.01,"SP",20
"655","Iacanga-SP",0.05,0.01,"SP",20
"656","Sandovalina-SP",0.05,0.01,"SP",20
"657","Boa Vista Do Incra-RS",0.05,0.01,"RS",20
"658","Panambi-RS",0.05,0.01,"RS",20
"659","Restinga Seca-RS",0.1,0.02,"RS",20
"660","Santa Rosa-RS",0.05,0.01,"RS",20
"661","São Nicolau-RS",0.05,0.01,"RS",20
"662","Vilhena-RO",1.16,0.22,"RO",18.97
"663","Jequié-BA",0.32,0.06,"BA",18.75
"664","Rancharia-SP",0.16,0.03,"SP",18.75
"665","Itamarandiba-MG",0.27,0.05,"MG",18.52
"666","Paulo Ramos-MA",0.11,0.02,"MA",18.18
"667","Luís Correia-PI",0.11,0.02,"PI",18.18
"668","Santo Antônio Do Monte-MG",0.11,0.02,"MG",18.18
"669","Itaí-SP",0.11,0.02,"SP",18.18
"670","Mirassol D'oeste-MT",0.11,0.02,"MT",18.18
"671","Santo Antônio Do Leverger-MT",1.23,0.22,"MT",17.89
"672","Uberaba-MG",0.45,0.08,"MG",17.78
"673","Guaraí-TO",0.23,0.04,"TO",17.39
"674","Brasnorte-MT",1.6,0.27,"MT",16.88
"675","Muricilândia-TO",0.12,0.02,"TO",16.67
"676","Araioses-MA",0.18,0.03,"MA",16.67
"677","Itaipava Do Grajaú-MA",0.12,0.02,"MA",16.67
"678","Lago Da Pedra-MA",0.12,0.02,"MA",16.67
"679","Sucupira Do Riachão-MA",0.06,0.01,"MA",16.67
"680","Santa Luz-PI",0.12,0.02,"PI",16.67
"681","Belo Campo-BA",0.06,0.01,"BA",16.67
"682","Mortugaba-BA",0.06,0.01,"BA",16.67
"683","Cláudio-MG",0.06,0.01,"MG",16.67
"684","Cristais-MG",0.06,0.01,"MG",16.67
"685","Montes Claros-MG",0.36,0.06,"MG",16.67
"686","Pará De Minas-MG",0.06,0.01,"MG",16.67
"687","Pitangui-MG",0.06,0.01,"MG",16.67
"688","Santa Cruz De Salinas-MG",0.06,0.01,"MG",16.67
"689","Araras-SP",0.06,0.01,"SP",16.67
"690","Buri-SP",0.12,0.02,"SP",16.67
"691","Guareí-SP",0.06,0.01,"SP",16.67
"692","Iepê-SP",0.06,0.01,"SP",16.67
"693","Maquiné-RS",0.06,0.01,"RS",16.67
"694","Tavares-RS",0.06,0.01,"RS",16.67
"695","Tacuru-MS",0.18,0.03,"MS",16.67
"696","Cumari-GO",0.06,0.01,"GO",16.67
"697","Cristino Castro-PI",0.19,0.03,"PI",15.79
"698","Riacho De Santana-BA",0.26,0.04,"BA",15.38
"699","Itaporã-MS",0.13,0.02,"MS",15.38
"700","Ponta Porã-MS",0.53,0.08,"MS",15.09
"701","Vitória Da Conquista-BA",0.34,0.05,"BA",14.71
"702","Bom Jesus-PI",0.55,0.08,"PI",14.55
"703","Miranda-MS",0.55,0.08,"MS",14.55
"704","Cachoeira Grande-MA",0.07,0.01,"MA",14.29
"705","Francisco Ayres-PI",0.07,0.01,"PI",14.29
"706","Teresina-PI",0.14,0.02,"PI",14.29
"707","Itarema-CE",0.07,0.01,"CE",14.29
"708","Ceará-Mirim-RN",0.07,0.01,"RN",14.29
"709","Penedo-AL",0.07,0.01,"AL",14.29
"710","Traipu-AL",0.07,0.01,"AL",14.29
"711","Santa Teresinha-BA",0.07,0.01,"BA",14.29
"712","Boa Esperança Do Sul-SP",0.07,0.01,"SP",14.29
"713","Pederneiras-SP",0.07,0.01,"SP",14.29
"714","Quatá-SP",0.07,0.01,"SP",14.29
"715","São Pedro Do Turvo-SP",0.07,0.01,"SP",14.29
"716","Boa Vista Do Cadeado-RS",0.07,0.01,"RS",14.29
"717","Ijuí-RS",0.07,0.01,"RS",14.29
"718","Santa Cruz Do Sul-RS",0.07,0.01,"RS",14.29
"719","São Martinho Da Serra-RS",0.07,0.01,"RS",14.29
"720","Bom Jesus De Goiás-GO",0.14,0.02,"GO",14.29
"721","Ribeirão Cascalheira-MT",1.14,0.16,"MT",14.04
"722","Lucas Do Rio Verde-MT",0.37,0.05,"MT",13.51
"723","Rio Verde De Mato Grosso-MS",0.82,0.11,"MS",13.41
"724","Bandeirantes Do Tocantins-TO",0.15,0.02,"TO",13.33
"725","Buriti-MA",0.15,0.02,"MA",13.33
"726","Icatu-MA",0.15,0.02,"MA",13.33
"727","Itapecuru Mirim-MA",0.15,0.02,"MA",13.33
"728","Boquira-BA",0.15,0.02,"BA",13.33
"729","Formiga-MG",0.15,0.02,"MG",13.33
"730","Botucatu-SP",0.15,0.02,"SP",13.33
"731","Jaguariaíva-PR",0.15,0.02,"PR",13.33
"732","Comodoro-MT",2.19,0.29,"MT",13.24
"733","Araguanã-TO",0.08,0.01,"TO",12.5
"734","Colinas Do Tocantins-TO",0.08,0.01,"TO",12.5
"735","Couto Magalhães-TO",0.16,0.02,"TO",12.5
"736","Buritirana-MA",0.08,0.01,"MA",12.5
"737","São Mateus Do Maranhão-MA",0.08,0.01,"MA",12.5
"738","Touros-RN",0.08,0.01,"RN",12.5
"739","Nossa Senhora Da Glória-SE",0.08,0.01,"SE",12.5
"740","Alagoinhas-BA",0.08,0.01,"BA",12.5
"741","Itapicuru-BA",0.16,0.02,"BA",12.5
"742","Matina-BA",0.08,0.01,"BA",12.5
"743","Canápolis-MG",0.08,0.01,"MG",12.5
"744","Coronel Murta-MG",0.08,0.01,"MG",12.5
"745","Fruta De Leite-MG",0.08,0.01,"MG",12.5
"746","Indianópolis-MG",0.08,0.01,"MG",12.5
"747","Pai Pedro-MG",0.08,0.01,"MG",12.5
"748","Capão Bonito-SP",0.16,0.02,"SP",12.5
"749","Ventania-PR",0.08,0.01,"PR",12.5
"750","Venâncio Aires-RS",0.08,0.01,"RS",12.5
"751","Januária-MG",0.67,0.08,"MG",11.94
"752","Conceição Do Mato Dentro-MG",0.17,0.02,"MG",11.76
"753","Gameleiras-MG",0.17,0.02,"MG",11.76
"754","Anaurilândia-MS",0.34,0.04,"MS",11.76
"755","Nossa Senhora Do Livramento-MT",0.51,0.06,"MT",11.76
"756","Barra Do Bugres-MT",0.61,0.07,"MT",11.48
"757","Parnarama-MA",0.35,0.04,"MA",11.43
"758","Oeiras-PI",0.27,0.03,"PI",11.11
"759","Sebastião Barros-PI",0.09,0.01,"PI",11.11
"760","Coruripe-AL",0.09,0.01,"AL",11.11
"761","Planaltino-BA",0.09,0.01,"BA",11.11
"762","Minas Novas-MG",0.18,0.02,"MG",11.11
"763","Jari-RS",0.09,0.01,"RS",11.11
"764","Santa Maria-RS",0.18,0.02,"RS",11.11
"765","Glória D'oeste-MT",0.09,0.01,"MT",11.11
"766","Coxim-MS",0.64,0.07,"MS",10.94
"767","Sorriso-MT",0.94,0.1,"MT",10.64
"768","Gurinhatã-MG",0.19,0.02,"MG",10.53
"769","Júlio De Castilhos-RS",0.19,0.02,"RS",10.53
"770","Alto Paraguai-MT",0.19,0.02,"MT",10.53
"771","Nova Andradina-MS",0.48,0.05,"MS",10.42
"772","Morrinhos-GO",0.29,0.03,"GO",10.34
"773","Colméia-TO",0.1,0.01,"TO",10
"774","Ribeira Do Piauí-PI",0.1,0.01,"PI",10
"775","Capelinha-MG",0.1,0.01,"MG",10
"776","Itapecerica-MG",0.1,0.01,"MG",10
"777","Rio Vermelho-MG",0.1,0.01,"MG",10
"778","Veríssimo-MG",0.1,0.01,"MG",10
"779","Agudos-SP",0.1,0.01,"SP",10
"780","Itatinga-SP",0.1,0.01,"SP",10
"781","Paraguaçu Paulista-SP",0.1,0.01,"SP",10
"782","Tibagi-PR",0.3,0.03,"PR",10
"783","Mostardas-RS",0.2,0.02,"RS",10
"784","Dourados-MS",0.41,0.04,"MS",9.76
"785","Sacramento-MG",0.31,0.03,"MG",9.68
"786","Humberto De Campos-MA",0.21,0.02,"MA",9.52
"787","Porto Estrela-MT",0.21,0.02,"MT",9.52
"788","São Bento Do Tocantins-TO",0.11,0.01,"TO",9.09
"789","Camocim-CE",0.11,0.01,"CE",9.09
"790","Xique-Xique-BA",0.55,0.05,"BA",9.09
"791","Rubelita-MG",0.11,0.01,"MG",9.09
"792","Santa Cruz Do Rio Pardo-SP",0.11,0.01,"SP",9.09
"793","Santo Antônio Da Patrulha-RS",0.11,0.01,"RS",9.09
"794","Grajaú-MA",0.89,0.08,"MA",8.99
"795","Pimenteiras-PI",0.46,0.04,"PI",8.7
"796","Senador La Rocque-MA",0.12,0.01,"MA",8.33
"797","Paramirim-BA",0.12,0.01,"BA",8.33
"798","Rafael Jambeiro-BA",0.12,0.01,"BA",8.33
"799","Riachão Do Jacuípe-BA",0.12,0.01,"BA",8.33
"800","Jóia-RS",0.12,0.01,"RS",8.33
"801","Santiago-RS",0.24,0.02,"RS",8.33
"802","Bataguassu-MS",0.24,0.02,"MS",8.33
"803","Campina Verde-MG",0.37,0.03,"MG",8.11
"804","São Francisco De Assis-RS",0.25,0.02,"RS",8
"805","Vila Rica-MT",0.75,0.06,"MT",8
"806","Santana Do Araguaia-PA",1.16,0.09,"PA",7.76
"807","Condeúba-BA",0.13,0.01,"BA",7.69
"808","Esplanada-BA",0.13,0.01,"BA",7.69
"809","Feira De Santana-BA",0.13,0.01,"BA",7.69
"810","Guanambi-BA",0.13,0.01,"BA",7.69
"811","Campo Florido-MG",0.13,0.01,"MG",7.69
"812","Itabira-MG",0.13,0.01,"MG",7.69
"813","Monte Alegre De Minas-MG",0.26,0.02,"MG",7.69
"814","Passos-MG",0.13,0.01,"MG",7.69
"815","Martinópolis-SP",0.13,0.01,"SP",7.69
"816","São Luiz Gonzaga-RS",0.13,0.01,"RS",7.69
"817","Reserva Do Cabaçal-MT",0.13,0.01,"MT",7.69
"818","Rio Brilhante-MS",0.4,0.03,"MS",7.5
"819","Sonora-MS",0.41,0.03,"MS",7.32
"820","Imperatriz-MA",0.14,0.01,"MA",7.14
"821","Primeira Cruz-MA",0.14,0.01,"MA",7.14
"822","Tabocas Do Brejo Velho-BA",0.14,0.01,"BA",7.14
"823","Brasília De Minas-MG",0.14,0.01,"MG",7.14
"824","Nova Maringá-MT",1.16,0.08,"MT",6.9
"825","Três Lagoas-MS",1.02,0.07,"MS",6.86
"826","Itiquira-MT",0.88,0.06,"MT",6.82
"827","Novo Santo Antônio-MT",0.44,0.03,"MT",6.82
"828","Marajá Do Sena-MA",0.15,0.01,"MA",6.67
"829","Aquidauana-MS",1.7,0.11,"MS",6.47
"830","Gaúcha Do Norte-MT",1.7,0.11,"MT",6.47
"831","Santo Amaro Do Maranhão-MA",0.16,0.01,"MA",6.25
"832","Sebastião Leal-PI",0.32,0.02,"PI",6.25
"833","Cônego Marinho-MG",0.16,0.01,"MG",6.25
"834","Araputanga-MT",0.16,0.01,"MT",6.25
"835","Selvíria-MS",0.33,0.02,"MS",6.06
"836","Lagoa Do Mato-MA",0.17,0.01,"MA",5.88
"837","Morros-MA",0.17,0.01,"MA",5.88
"838","Cocos-BA",1.03,0.06,"BA",5.83
"839","Goianorte-TO",0.18,0.01,"TO",5.56
"840","Batayporã-MS",0.18,0.01,"MS",5.56
"841","Paranaíba-MS",0.54,0.03,"MS",5.56
"842","Salto Do Céu-MT",0.18,0.01,"MT",5.56
"843","Amarante Do Maranhão-MA",0.75,0.04,"MA",5.33
"844","Salinas-MG",0.19,0.01,"MG",5.26
"845","Corumbaíba-GO",0.19,0.01,"GO",5.26
"846","Jaborandi-BA",0.96,0.05,"BA",5.21
"847","Matões-MA",0.2,0.01,"MA",5
"848","Livramento De Nossa Senhora-BA",0.21,0.01,"BA",4.76
"849","Rio Pardo-RS",0.21,0.01,"RS",4.76
"850","Itajá-GO",0.21,0.01,"GO",4.76
"851","Manoel Vitorino-BA",0.22,0.01,"BA",4.55
"852","Araçuaí-MG",0.22,0.01,"MG",4.55
"853","Maracás-BA",0.23,0.01,"BA",4.35
"854","Correntina-BA",1.2,0.05,"BA",4.17
"855","Poconé-MT",1.73,0.07,"MT",4.05
"856","Bodoquena-MS",0.25,0.01,"MS",4
"857","Goiatuba-GO",0.25,0.01,"GO",4
"858","Conquista D'oeste-MT",0.27,0.01,"MT",3.7
"859","Santa Luzia-MA",0.55,0.02,"MA",3.64
"860","Tangará Da Serra-MT",1.14,0.04,"MT",3.51
"861","Brasilândia-MS",0.58,0.02,"MS",3.45
"862","Confresa-MT",0.58,0.02,"MT",3.45
"863","Arame-MA",0.3,0.01,"MA",3.33
"864","Corrente-PI",0.31,0.01,"PI",3.23
"865","Campo Novo Do Parecis-MT",0.95,0.03,"MT",3.16
"866","Itarumã-GO",0.34,0.01,"GO",2.94
"867","Canabrava Do Norte-MT",0.35,0.01,"MT",2.86
"868","Cuiabá-MT",0.35,0.01,"MT",2.86
"869","Catalão-GO",0.38,0.01,"GO",2.63
"870","Nova Alvorada Do Sul-MS",0.4,0.01,"MS",2.5
"871","Paranatinga-MT",2.43,0.06,"MT",2.47
"872","Rio Maria-PA",0.41,0.01,"PA",2.44
"873","Uberlândia-MG",0.41,0.01,"MG",2.44
"874","São Félix Do Araguaia-MT",1.68,0.04,"MT",2.38
"875","Corumbá-MS",6.52,0.1,"MS",1.53
"876","Barreiras-BA",0.79,0.01,"BA",1.27
"877","Pontes E Lacerda-MT",0.86,0.01,"MT",1.16
"878","Querência-MT",1.79,0.02,"MT",1.12
"879","Sapezal-MT",1.37,0.01,"MT",0.73
"880","Alta Floresta D'oeste-RO",0.71,0,"RO",0
"881","Ariquemes-RO",0.44,0,"RO",0
"882","Cabixi-RO",0.13,0,"RO",0
"883","Cacoal-RO",0.38,0,"RO",0
"884","Cerejeiras-RO",0.28,0,"RO",0
"885","Colorado Do Oeste-RO",0.15,0,"RO",0
"886","Corumbiara-RO",0.31,0,"RO",0
"887","Costa Marques-RO",0.5,0,"RO",0
"888","Espigão D'oeste-RO",0.45,0,"RO",0
"889","Guajará-Mirim-RO",2.5,0,"RO",0
"890","Jaru-RO",0.3,0,"RO",0
"891","Ji-Paraná-RO",0.69,0,"RO",0
"892","Machadinho D'oeste-RO",0.85,0,"RO",0
"893","Nova Brasilândia D'oeste-RO",0.17,0,"RO",0
"894","Ouro Preto Do Oeste-RO",0.2,0,"RO",0
"895","Pimenta Bueno-RO",0.63,0,"RO",0
"896","Porto Velho-RO",3.42,0,"RO",0
"897","Presidente Médici-RO",0.18,0,"RO",0
"898","Rio Crespo-RO",0.17,0,"RO",0
"899","Rolim De Moura-RO",0.15,0,"RO",0
"900","Santa Luzia D'oeste-RO",0.12,0,"RO",0
"901","São Miguel Do Guaporé-RO",0.75,0,"RO",0
"902","Nova Mamoré-RO",1.01,0,"RO",0
"903","Alvorada D'oeste-RO",0.3,0,"RO",0
"904","Alto Alegre Dos Parecis-RO",0.4,0,"RO",0
"905","Alto Paraíso-RO",0.27,0,"RO",0
"906","Buritis-RO",0.33,0,"RO",0
"907","Novo Horizonte Do Oeste-RO",0.08,0,"RO",0
"908","Cacaulândia-RO",0.2,0,"RO",0
"909","Campo Novo De Rondônia-RO",0.35,0,"RO",0
"910","Candeias Do Jamari-RO",0.69,0,"RO",0
"911","Castanheiras-RO",0.09,0,"RO",0
"912","Chupinguaia-RO",0.51,0,"RO",0
"913","Cujubim-RO",0.39,0,"RO",0
"914","Governador Jorge Teixeira-RO",0.51,0,"RO",0
"915","Itapuã Do Oeste-RO",0.41,0,"RO",0
"916","Ministro Andreazza-RO",0.08,0,"RO",0
"917","Mirante Da Serra-RO",0.12,0,"RO",0
"918","Monte Negro-RO",0.19,0,"RO",0
"919","Nova União-RO",0.08,0,"RO",0
"920","Parecis-RO",0.26,0,"RO",0
"921","Pimenteiras Do Oeste-RO",0.6,0,"RO",0
"922","Primavera De Rondônia-RO",0.06,0,"RO",0
"923","São Felipe D'oeste-RO",0.05,0,"RO",0
"924","São Francisco Do Guaporé-RO",1.1,0,"RO",0
"925","Seringueiras-RO",0.38,0,"RO",0
"926","Teixeirópolis-RO",0.05,0,"RO",0
"927","Theobroma-RO",0.22,0,"RO",0
"928","Urupá-RO",0.08,0,"RO",0
"929","Vale Do Anari-RO",0.31,0,"RO",0
"930","Vale Do Paraíso-RO",0.1,0,"RO",0
"931","Acrelândia-AC",0.18,0,"AC",0
"932","Assis Brasil-AC",0.5,0,"AC",0
"933","Brasiléia-AC",0.39,0,"AC",0
"934","Bujari-AC",0.3,0,"AC",0
"935","Capixaba-AC",0.17,0,"AC",0
"936","Cruzeiro Do Sul-AC",0.88,0,"AC",0
"937","Epitaciolândia-AC",0.17,0,"AC",0
"938","Feijó-AC",2.81,0,"AC",0
"939","Jordão-AC",0.54,0,"AC",0
"940","Mâncio Lima-AC",0.55,0,"AC",0
"941","Manoel Urbano-AC",1.07,0,"AC",0
"942","Marechal Thaumaturgo-AC",0.82,0,"AC",0
"943","Plácido De Castro-AC",0.2,0,"AC",0
"944","Porto Walter-AC",0.65,0,"AC",0
"945","Rio Branco-AC",0.89,0,"AC",0
"946","Rodrigues Alves-AC",0.31,0,"AC",0
"947","Santa Rosa Do Purus-AC",0.62,0,"AC",0
"948","Senador Guiomard-AC",0.23,0,"AC",0
"949","Sena Madureira-AC",2.38,0,"AC",0
"950","Tarauacá-AC",2.03,0,"AC",0
"951","Xapuri-AC",0.54,0,"AC",0
"952","Porto Acre-AC",0.26,0,"AC",0
"953","Alvarães-AM",0.59,0,"AM",0
"954","Amaturá-AM",0.48,0,"AM",0
"955","Anamã-AM",0.25,0,"AM",0
"956","Anori-AM",0.58,0,"AM",0
"957","Apuí-AM",5.45,0,"AM",0
"958","Atalaia Do Norte-AM",7.67,0,"AM",0
"959","Autazes-AM",0.76,0,"AM",0
"960","Barcelos-AM",12.3,0,"AM",0
"961","Barreirinha-AM",0.58,0,"AM",0
"962","Benjamin Constant-AM",0.88,0,"AM",0
"963","Beruri-AM",1.73,0,"AM",0
"964","Boa Vista Do Ramos-AM",0.26,0,"AM",0
"965","Boca Do Acre-AM",2.21,0,"AM",0
"966","Borba-AM",4.44,0,"AM",0
"967","Caapiranga-AM",0.95,0,"AM",0
"968","Canutama-AM",2.99,0,"AM",0
"969","Carauari-AM",2.59,0,"AM",0
